tf_name	target_name	start_position	end_position	direction	binding_score	p_value	binding_sites
abd-A	CG8550	8359169	8359469	(+)	864.83	0.000795	8359417:864.83:0.000795
abd-A	msd1	1331493	1331793	(+)	864.83	0.000795	1331592:864.83:0.000795
abd-A	CG8680	5100152	5100452	(-)	941.22	0.000600	5100377:941.22:0.000600
abd-A	CG30178	19873887	19874187	(+)	1030.34	0.000308	19874072:1030.34:0.000308
abd-A	Hr78	21490544	21490844	(-)	852.10	0.000987	21490805:852.10:0.000987
abd-A	CG12692	4196329	4196629	(-)	1246.78	0.000117	4196495:1246.78:0.000117
abd-A	fdl	8394788	8395088	(-)	864.83	0.000795	8394982:864.83:0.000795
abd-A	elm	1480533	1480833	(-)	1246.78	0.000117	1480774:1246.78:0.000117
abd-A	l(2)37Cg	19133433	19133733	(-)	852.10	0.000987	19133725:852.10:0.000987
abd-A	Syn	6016160	6016460	(+)	1246.78	0.000117	6016213:1246.78:0.000117
abd-A	CG5789	20369097	20369397	(-)	852.10	0.000987	20369208:852.10:0.000987
abd-A	Galphai	6973094	6973394	(-)	1246.78	0.000117	6973347:1246.78:0.000117 6973327:953.95:0.000404
abd-A	fh	9043054	9043354	(-)	941.22	0.000600	9043204:941.22:0.000600 9043104:864.83:0.000795
abd-A	ITP	20427213	20427513	(+)	1246.78	0.000117	20427338:1246.78:0.000117
abd-A	Ts	2969588	2969888	(-)	941.22	0.000600	2969793:941.22:0.000600
abd-A	CG4404	12800001	12800301	(-)	864.83	0.000795	12800218:864.83:0.000795
abd-A	CG11656	8835366	8835666	(+)	941.22	0.000600	8835514:941.22:0.000600
abd-A	CG8012	8208280	8208580	(+)	1157.66	0.000213	8208402:1157.66:0.000213
abd-A	Rox8	19873662	19873962	(-)	1157.66	0.000213	19873708:1157.66:0.000213 19873845:864.83:0.000795 19873884:852.10:0.000987
abd-A	Syt1	2795494	2795794	(-)	1157.66	0.000213	2795602:1157.66:0.000213
abd-A	CG14128	11872023	11872323	(+)	941.22	0.000600	11872103:941.22:0.000600 11872160:864.83:0.000795
abd-A	Pdcd4	13649389	13649689	(-)	941.22	0.000600	13649561:941.22:0.000600
abd-A	CG33769	22640776	22641076	(+)	953.95	0.000404	22640960:953.95:0.000404
abd-A	CG11703	15053852	15054152	(-)	941.22	0.000600	15053955:941.22:0.000600 15053974:941.22:0.000600
abd-A	mRpL23	2373451	2373751	(-)	953.95	0.000404	2373470:953.95:0.000404 2373484:852.10:0.000987
abd-A	w	2690449	2690749	(-)	953.95	0.000404	2690459:953.95:0.000404
abd-A	CG45186	2413631	2413931	(+)	1157.66	0.000213	2413793:1157.66:0.000213 2413889:852.10:0.000987
abd-A	CG13085	19426047	19426347	(+)	1246.78	0.000117	19426062:1246.78:0.000117 19426336:953.95:0.000404
abd-A	Rpn10	21529849	21530149	(+)	941.22	0.000600	21529872:941.22:0.000600
abd-A	CG43121	14665487	14665787	(-)	1157.66	0.000213	14665600:1157.66:0.000213 14665648:852.10:0.000987
abd-A	fand	9480898	9481198	(+)	1246.78	0.000117	9481081:1246.78:0.000117 9481092:1246.78:0.000117 9481038:852.10:0.000987
abd-A	Acp24A4	3693855	3694155	(-)	1157.66	0.000213	3694004:1157.66:0.000213
abd-A	CG14310	14198399	14198699	(+)	1246.78	0.000117	14198587:1246.78:0.000117
abd-A	CG33493	10686217	10686517	(-)	1246.78	0.000117	10686393:1246.78:0.000117
abd-A	Cg25C	5029365	5029665	(+)	864.83	0.000795	5029610:864.83:0.000795
abd-A	CG10588	20949783	20950083	(+)	864.83	0.000795	20949940:864.83:0.000795
abd-A	CG4721	18591844	18592144	(-)	1246.78	0.000117	18591960:1246.78:0.000117
abd-A	P5cr-2	13360405	13360705	(+)	1030.34	0.000308	13360416:1030.34:0.000308
abd-A	CG15014	4322209	4322509	(-)	864.83	0.000795	4322444:864.83:0.000795
abd-A	Ski6	13222379	13222679	(-)	864.83	0.000795	13222402:864.83:0.000795
abd-A	Ir52a	11386886	11387186	(+)	953.95	0.000404	11386964:953.95:0.000404
abd-A	CG18269	5551587	5551887	(+)	941.22	0.000600	5551828:941.22:0.000600
abd-A	CG4892	16133257	16133557	(+)	852.10	0.000987	16133375:852.10:0.000987
abd-A	gro	21867207	21867507	(+)	1246.78	0.000117	21867274:1246.78:0.000117
abd-A	l(2)SH0834	10312049	10312349	(-)	864.83	0.000795	10312057:864.83:0.000795
abd-A	CG11231	818849	819149	(+)	1246.78	0.000117	818951:1246.78:0.000117 819136:1246.78:0.000117
abd-A	CG8112	4526453	4526753	(+)	864.83	0.000795	4526560:864.83:0.000795 4526671:852.10:0.000987
abd-A	Pi3K92E	16460404	16460704	(-)	864.83	0.000795	16460637:864.83:0.000795
abd-A	pigs	6493844	6494144	(+)	953.95	0.000404	6493920:953.95:0.000404
abd-A	Osi4	2047453	2047753	(-)	1030.34	0.000308	2047529:1030.34:0.000308
abd-A	CG4573	16410227	16410527	(-)	953.95	0.000404	16410384:953.95:0.000404 16410461:941.22:0.000600
abd-A	CG13324	8937111	8937411	(-)	1246.78	0.000117	8937206:1246.78:0.000117
abd-A	CG33668	6313417	6313717	(-)	1246.78	0.000117	6313627:1246.78:0.000117
abd-A	CG43702	21291524	21291824	(+)	953.95	0.000404	21291526:953.95:0.000404 21291652:953.95:0.000404
abd-A	CG5961	8285966	8286266	(-)	1030.34	0.000308	8286038:1030.34:0.000308 8286225:941.22:0.000600
abd-A	P58IPK	5412413	5412713	(+)	1157.66	0.000213	5412487:1157.66:0.000213 5412526:941.22:0.000600
abd-A	CG34050	10937305	10937605	(+)	864.83	0.000795	10937418:864.83:0.000795
abd-A	CG15233	2488433	2488733	(-)	1157.66	0.000213	2488558:1157.66:0.000213
abd-A	CG31948	2416670	2416970	(-)	852.10	0.000987	2416814:852.10:0.000987
abd-A	CG8526	5626751	5627051	(+)	864.83	0.000795	5626886:864.83:0.000795
abd-A	CG15602	15693378	15693678	(+)	1030.34	0.000308	15693620:1030.34:0.000308
abd-A	His4:CG33909	5410844	5411144	(+)	953.95	0.000404	5410949:953.95:0.000404
abd-A	CG3967	9413227	9413527	(-)	852.10	0.000987	9413245:852.10:0.000987 9413494:852.10:0.000987
abd-A	CG32453	22690079	22690379	(+)	953.95	0.000404	22690284:953.95:0.000404 22690102:864.83:0.000795
abd-A	CG31635	6648095	6648395	(-)	864.83	0.000795	6648365:864.83:0.000795
abd-A	CG13075	16076842	16077142	(+)	852.10	0.000987	16076861:852.10:0.000987 16076940:852.10:0.000987
abd-A	CG16833	10989054	10989354	(+)	852.10	0.000987	10989073:852.10:0.000987
abd-A	CG3645	254700	255000	(-)	864.83	0.000795	254775:864.83:0.000795
abd-A	CG10996	13691621	13691921	(-)	864.83	0.000795	13691651:864.83:0.000795
abd-A	CG11266	7032462	7032762	(+)	953.95	0.000404	7032522:953.95:0.000404
abd-A	CG43077	16962506	16962806	(-)	1246.78	0.000117	16962696:1246.78:0.000117
abd-A	Hr46	6098807	6099107	(-)	1246.78	0.000117	6099088:1246.78:0.000117
abd-A	CG33785	16531240	16531540	(-)	1246.78	0.000117	16531405:1246.78:0.000117 16531417:1246.78:0.000117 16531488:941.22:0.000600
abd-A	CG30428	21139199	21139499	(+)	1030.34	0.000308	21139432:1030.34:0.000308 21139276:941.22:0.000600
abd-A	CG15892	6188326	6188626	(-)	953.95	0.000404	6188478:953.95:0.000404 6188576:941.22:0.000600
abd-A	CG17826	11942688	11942988	(+)	953.95	0.000404	11942895:953.95:0.000404
abd-A	CG10031	3699042	3699342	(-)	1246.78	0.000117	3699239:1246.78:0.000117
abd-A	Upf1	11799354	11799654	(-)	852.10	0.000987	11799561:852.10:0.000987
abd-A	CG14062	24468563	24468863	(-)	1246.78	0.000117	24468761:1246.78:0.000117 24468847:1246.78:0.000117
abd-A	glob2	2434586	2434886	(-)	864.83	0.000795	2434850:864.83:0.000795
abd-A	CG13711	4757632	4757932	(+)	941.22	0.000600	4757708:941.22:0.000600
abd-A	CG31099	21136615	21136915	(-)	864.83	0.000795	21136754:864.83:0.000795
abd-A	CG32579	16217068	16217368	(+)	1246.78	0.000117	16217175:1246.78:0.000117
abd-A	CG12402	9933993	9934293	(-)	1157.66	0.000213	9934105:1157.66:0.000213
abd-A	CG7741	7189170	7189470	(+)	1246.78	0.000117	7189201:1246.78:0.000117 7189176:941.22:0.000600 7189189:941.22:0.000600 7189213:852.10:0.000987
abd-A	Sema-1a	8543079	8543379	(+)	864.83	0.000795	8543161:864.83:0.000795
abd-A	RpS28-like	9436553	9436853	(+)	1157.66	0.000213	9436677:1157.66:0.000213
abd-A	Fkbp14	17385384	17385684	(-)	1157.66	0.000213	17385573:1157.66:0.000213 17385642:941.22:0.000600
abd-A	CG34450	9224470	9224770	(-)	1030.34	0.000308	9224625:1030.34:0.000308
abd-A	CycG	27438336	27438636	(-)	953.95	0.000404	27438521:953.95:0.000404 27438431:852.10:0.000987
abd-A	CG12605	3962900	3963200	(-)	852.10	0.000987	3962980:852.10:0.000987
abd-A	orb2	8946284	8946584	(-)	864.83	0.000795	8946448:864.83:0.000795
abd-A	Roc1b	357730	358030	(+)	941.22	0.000600	357918:941.22:0.000600
abd-A	fd68A	11113461	11113761	(-)	941.22	0.000600	11113521:941.22:0.000600 11113693:941.22:0.000600 11113740:852.10:0.000987
abd-A	CG14826	7227361	7227661	(+)	941.22	0.000600	7227623:941.22:0.000600 7227372:864.83:0.000795
abd-A	His1:CG33825	21481094	21481394	(+)	1157.66	0.000213	21481316:1157.66:0.000213 21481157:941.22:0.000600
abd-A	CG15399	2771726	2772026	(-)	1030.34	0.000308	2771854:1030.34:0.000308
abd-A	Evi5	11348369	11348669	(-)	864.83	0.000795	11348625:864.83:0.000795
abd-A	CG10075	6951158	6951458	(-)	852.10	0.000987	6951374:852.10:0.000987
abd-A	CG9471	5597163	5597463	(-)	941.22	0.000600	5597348:941.22:0.000600
abd-A	CG10576	5758551	5758851	(-)	1157.66	0.000213	5758562:1157.66:0.000213
abd-A	CheB53b	12355463	12355763	(+)	1246.78	0.000117	12355570:1246.78:0.000117 12355485:941.22:0.000600 12355627:864.83:0.000795
abd-A	CG32262	3810146	3810446	(-)	953.95	0.000404	3810330:953.95:0.000404
abd-A	Dot	3618846	3619146	(+)	852.10	0.000987	3618942:852.10:0.000987
abd-A	CG8503	10131032	10131332	(+)	953.95	0.000404	10131054:953.95:0.000404
abd-A	CG18109	15783834	15784134	(+)	1246.78	0.000117	15783991:1246.78:0.000117
abd-A	CG31111	20881849	20882149	(-)	852.10	0.000987	20882073:852.10:0.000987
abd-A	Pk92B	15705190	15705490	(+)	1246.78	0.000117	15705213:1246.78:0.000117 15705282:1030.34:0.000308 15705469:864.83:0.000795
abd-A	gammaTub37C	19185676	19185976	(-)	852.10	0.000987	19185809:852.10:0.000987
abd-A	CG12426	23698062	23698362	(-)	941.22	0.000600	23698120:941.22:0.000600
abd-A	CG14615	21851277	21851577	(-)	1030.34	0.000308	21851327:1030.34:0.000308 21851435:941.22:0.000600
abd-A	CG9541	8974926	8975226	(-)	941.22	0.000600	8975184:941.22:0.000600
abd-A	Rpt6R	26409369	26409669	(-)	941.22	0.000600	26409563:941.22:0.000600
abd-A	CG14302	14558152	14558452	(+)	1246.78	0.000117	14558327:1246.78:0.000117
abd-A	CG30463	12620371	12620671	(-)	1246.78	0.000117	12620574:1246.78:0.000117
abd-A	app	12217325	12217625	(-)	852.10	0.000987	12217518:852.10:0.000987
abd-A	CG3192	6572144	6572444	(-)	852.10	0.000987	6572373:852.10:0.000987
abd-A	CkIIalpha	23093855	23094155	(+)	953.95	0.000404	23093930:953.95:0.000404 23094146:852.10:0.000987
abd-A	CG33140	3065644	3065944	(+)	941.22	0.000600	3065788:941.22:0.000600
abd-A	CG5569	19752686	19752986	(+)	953.95	0.000404	19752826:953.95:0.000404 19752688:941.22:0.000600 19752850:864.83:0.000795
abd-A	sut1	3970230	3970530	(+)	941.22	0.000600	3970378:941.22:0.000600
abd-A	Hexo1	4288390	4288690	(+)	864.83	0.000795	4288499:864.83:0.000795
abd-A	mxc	9137450	9137750	(-)	864.83	0.000795	9137642:864.83:0.000795
abd-A	c(2)M	16303013	16303313	(+)	941.22	0.000600	16303093:941.22:0.000600
abd-A	CG3663	20548775	20549075	(+)	1246.78	0.000117	20548796:1246.78:0.000117
abd-A	CG15891	6189328	6189628	(-)	953.95	0.000404	6189338:953.95:0.000404
abd-A	CG17883	559107	559407	(+)	1157.66	0.000213	559350:1157.66:0.000213
abd-A	CG5946	11815325	11815625	(-)	1246.78	0.000117	11815494:1246.78:0.000117
abd-A	CG9297	9597387	9597687	(+)	852.10	0.000987	9597656:852.10:0.000987
abd-A	a	18024687	18024987	(+)	941.22	0.000600	18024894:941.22:0.000600
abd-A	glob3	1655533	1655833	(+)	1157.66	0.000213	1655719:1157.66:0.000213 1655663:852.10:0.000987
abd-A	CG8360	8212708	8213008	(+)	953.95	0.000404	8212822:953.95:0.000404
abd-A	EfTuM	9394811	9395111	(+)	1246.78	0.000117	9394942:1246.78:0.000117 9394962:864.83:0.000795
abd-A	CG4741	20501846	20502146	(-)	941.22	0.000600	20502045:941.22:0.000600
abd-A	ZC3H3	8502813	8503113	(-)	852.10	0.000987	8502943:852.10:0.000987
abd-A	hdc	26183331	26183631	(+)	941.22	0.000600	26183421:941.22:0.000600
abd-A	CG42394	6675432	6675732	(+)	953.95	0.000404	6675583:953.95:0.000404 6675644:953.95:0.000404
abd-A	CheA56a	14527448	14527748	(+)	864.83	0.000795	14527584:864.83:0.000795
abd-A	CG18545	6166420	6166720	(+)	941.22	0.000600	6166614:941.22:0.000600
abd-A	CG33284	21116602	21116902	(+)	1157.66	0.000213	21116650:1157.66:0.000213
abd-A	Nufip	18741417	18741717	(-)	941.22	0.000600	18741532:941.22:0.000600 18741643:941.22:0.000600
abd-A	CG1142	3299453	3299753	(-)	941.22	0.000600	3299611:941.22:0.000600
abd-A	ImpL3	6255744	6256044	(-)	852.10	0.000987	6256038:852.10:0.000987
abd-A	CG33129	10966761	10967061	(-)	1157.66	0.000213	10966928:1157.66:0.000213 10966986:1030.34:0.000308 10966866:953.95:0.000404 10967017:941.22:0.000600 10966785:864.83:0.000795
abd-A	CG43980	21651071	21651371	(+)	852.10	0.000987	21651315:852.10:0.000987
abd-A	Lcp65Aa	6144153	6144453	(+)	953.95	0.000404	6144191:953.95:0.000404
abd-A	CG5440	1333877	1334177	(+)	941.22	0.000600	1334058:941.22:0.000600
abd-A	CIAPIN1	15038811	15039111	(-)	1157.66	0.000213	15038998:1157.66:0.000213 15039027:864.83:0.000795
abd-A	mei-218	17036979	17037279	(-)	941.22	0.000600	17037097:941.22:0.000600
abd-A	CHMP2B	5132468	5132768	(+)	864.83	0.000795	5132574:864.83:0.000795
abd-A	CG5194	9002888	9003188	(-)	1157.66	0.000213	9003074:1157.66:0.000213
abd-A	CG15309	10103863	10104163	(-)	1246.78	0.000117	10103937:1246.78:0.000117
abd-A	CG34297	2573635	2573935	(-)	864.83	0.000795	2573770:864.83:0.000795
abd-A	CG8417	5585093	5585393	(+)	1030.34	0.000308	5585158:1030.34:0.000308
abd-A	CG15283	14450872	14451172	(-)	1246.78	0.000117	14451030:1246.78:0.000117
abd-A	CG31827	43142	43442	(-)	941.22	0.000600	43330:941.22:0.000600 43294:864.83:0.000795
abd-A	CG14252	22771005	22771305	(+)	1246.78	0.000117	22771043:1246.78:0.000117
abd-A	Grip84	19459747	19460047	(-)	953.95	0.000404	19459805:953.95:0.000404
abd-A	Cpr62Ba	1828892	1829192	(-)	864.83	0.000795	1829101:864.83:0.000795
abd-A	CG1309	4259179	4259479	(+)	852.10	0.000987	4259277:852.10:0.000987
abd-A	PGRP-SB2	16719390	16719690	(+)	1246.78	0.000117	16719506:1246.78:0.000117
abd-A	cathD	3711024	3711324	(-)	1246.78	0.000117	3711026:1246.78:0.000117 3711315:852.10:0.000987
abd-A	usp	1935295	1935595	(-)	1246.78	0.000117	1935502:1246.78:0.000117
abd-A	CG3702	4226930	4227230	(-)	941.22	0.000600	4227112:941.22:0.000600
abd-A	dys	21923724	21924024	(-)	852.10	0.000987	21923915:852.10:0.000987
abd-A	CG18619	10263874	10264174	(+)	1246.78	0.000117	10263902:1246.78:0.000117 10263913:1246.78:0.000117 10263882:864.83:0.000795
abd-A	Adgf-C	9532228	9532528	(+)	852.10	0.000987	9532382:852.10:0.000987
abd-A	Atet	4338473	4338773	(+)	941.22	0.000600	4338495:941.22:0.000600 4338506:941.22:0.000600
abd-A	CG10752	12947697	12947997	(-)	1030.34	0.000308	12947864:1030.34:0.000308
abd-A	slmo	6047884	6048184	(-)	941.22	0.000600	6048040:941.22:0.000600 6048062:852.10:0.000987
abd-A	CG15914	15747203	15747503	(+)	1246.78	0.000117	15747345:1246.78:0.000117 15747354:1030.34:0.000308 15747421:864.83:0.000795
abd-A	CkIIalpha-i1	15809828	15810128	(+)	941.22	0.000600	15810105:941.22:0.000600 15809995:852.10:0.000987
abd-A	Gr36c	17180087	17180387	(+)	864.83	0.000795	17180199:864.83:0.000795 17180099:852.10:0.000987
abd-A	CG33156	9439884	9440184	(-)	864.83	0.000795	9440075:864.83:0.000795
abd-A	Hem	22281245	22281545	(-)	941.22	0.000600	22281500:941.22:0.000600 22281434:864.83:0.000795
abd-A	RpS13	8364612	8364912	(-)	941.22	0.000600	8364744:941.22:0.000600
abd-A	CG5828	5093761	5094061	(+)	864.83	0.000795	5093921:864.83:0.000795
abd-A	shakB	20794946	20795246	(-)	852.10	0.000987	20795225:852.10:0.000987
abd-A	Best2	6249715	6250015	(-)	941.22	0.000600	6249985:941.22:0.000600
abd-A	CG7759	7292851	7293151	(+)	1030.34	0.000308	7292890:1030.34:0.000308
abd-A	Idh	8351990	8352290	(-)	1246.78	0.000117	8352138:1246.78:0.000117
abd-A	Tg	8012521	8012821	(+)	1157.66	0.000213	8012534:1157.66:0.000213 8012658:864.83:0.000795
abd-A	Osi2	2036660	2036960	(+)	953.95	0.000404	2036934:953.95:0.000404
abd-A	CG8854	8116765	8117065	(-)	1246.78	0.000117	8117002:1246.78:0.000117
abd-A	List	14617736	14618036	(-)	953.95	0.000404	14617927:953.95:0.000404
abd-A	Sgs8	11502444	11502744	(-)	852.10	0.000987	11502497:852.10:0.000987
abd-A	BubR1	1861840	1862140	(-)	953.95	0.000404	1861904:953.95:0.000404 1862016:953.95:0.000404
abd-A	Pp1alpha-96A	20343741	20344041	(+)	864.83	0.000795	20343833:864.83:0.000795 20343846:852.10:0.000987
abd-A	CG7598	25562436	25562736	(+)	864.83	0.000795	25562561:864.83:0.000795
abd-A	Odc2	3894500	3894800	(+)	953.95	0.000404	3894540:953.95:0.000404
abd-A	CG32681	10275335	10275635	(-)	852.10	0.000987	10275376:852.10:0.000987
abd-A	CG7130	22068806	22069106	(-)	1157.66	0.000213	22069031:1157.66:0.000213
abd-A	CG9154	6070636	6070936	(-)	941.22	0.000600	6070846:941.22:0.000600
abd-A	CG32023	8797232	8797532	(-)	1030.34	0.000308	8797401:1030.34:0.000308
abd-A	CG3407	3813360	3813660	(-)	953.95	0.000404	3813574:953.95:0.000404
abd-A	Cpr47Eg	7165900	7166200	(-)	1246.78	0.000117	7166052:1246.78:0.000117
abd-A	CG30062	9333764	9334064	(-)	1246.78	0.000117	9334030:1246.78:0.000117
abd-A	Sbp2	8297006	8297306	(+)	1246.78	0.000117	8297176:1246.78:0.000117
abd-A	CG30415	19273936	19274236	(-)	953.95	0.000404	19274226:953.95:0.000404
abd-A	CG3760	20825453	20825753	(+)	1246.78	0.000117	20825496:1246.78:0.000117
abd-A	CG13872	15768375	15768675	(-)	1157.66	0.000213	15768532:1157.66:0.000213
abd-A	CG43691	9280816	9281116	(-)	1246.78	0.000117	9280953:1246.78:0.000117 9280925:941.22:0.000600
abd-A	eIF5	15885957	15886257	(-)	941.22	0.000600	15886097:941.22:0.000600 15886192:864.83:0.000795
abd-A	Orc2	9790356	9790656	(+)	953.95	0.000404	9790534:953.95:0.000404
abd-A	Akap200	8415439	8415739	(+)	953.95	0.000404	8415609:953.95:0.000404
abd-A	CG12241	11044727	11045027	(+)	953.95	0.000404	11044822:953.95:0.000404 11044845:941.22:0.000600
abd-A	CG12170	1462705	1463005	(+)	941.22	0.000600	1462876:941.22:0.000600 1462731:852.10:0.000987
abd-A	dream	1910599	1910899	(-)	852.10	0.000987	1910822:852.10:0.000987
abd-A	Syx7	21438683	21438983	(+)	864.83	0.000795	21438792:864.83:0.000795
abd-A	CG6484	13471467	13471767	(-)	1030.34	0.000308	13471724:1030.34:0.000308
abd-A	CG31368	7708261	7708561	(+)	864.83	0.000795	7708323:864.83:0.000795 7708378:864.83:0.000795
abd-A	CG33301	10049329	10049629	(+)	864.83	0.000795	10049513:864.83:0.000795
abd-A	CG13936	1855541	1855841	(-)	953.95	0.000404	1855772:953.95:0.000404
abd-A	CG10424	19090759	19091059	(-)	1246.78	0.000117	19090985:1246.78:0.000117 19090926:1030.34:0.000308
abd-A	ey	718064	718364	(+)	864.83	0.000795	718104:864.83:0.000795
abd-A	CG15170	18990183	18990483	(-)	852.10	0.000987	18990288:852.10:0.000987
abd-A	xit	6714798	6715098	(+)	1246.78	0.000117	6714843:1246.78:0.000117
abd-A	CG8111	7908170	7908470	(-)	864.83	0.000795	7908344:864.83:0.000795
abd-A	CG15254	15614778	15615078	(-)	852.10	0.000987	15614874:852.10:0.000987 15614993:852.10:0.000987
abd-A	Fie	3892480	3892780	(+)	852.10	0.000987	3892632:852.10:0.000987
abd-A	Gug	8443497	8443797	(+)	1246.78	0.000117	8443590:1246.78:0.000117
abd-A	CG6023	18209884	18210184	(-)	1157.66	0.000213	18209928:1157.66:0.000213
abd-A	rho-6	12133361	12133661	(-)	941.22	0.000600	12133607:941.22:0.000600
abd-A	fwe	15809460	15809760	(-)	864.83	0.000795	15809651:864.83:0.000795 15809693:864.83:0.000795
abd-A	kirre	2634587	2634887	(+)	864.83	0.000795	2634677:864.83:0.000795
abd-A	Atg14	24941862	24942162	(+)	1246.78	0.000117	24941866:1246.78:0.000117 24941947:1157.66:0.000213 24941992:1157.66:0.000213
abd-A	TM9SF4	13746701	13747001	(+)	941.22	0.000600	13746752:941.22:0.000600
abd-A	CG5703	17526103	17526403	(+)	1246.78	0.000117	17526236:1246.78:0.000117 17526268:941.22:0.000600
abd-A	CG14147	10965497	10965797	(+)	852.10	0.000987	10965655:852.10:0.000987
abd-A	CG1724	21074318	21074618	(-)	1246.78	0.000117	21074567:1246.78:0.000117 21074559:941.22:0.000600
abd-A	CG7741	7190749	7191049	(+)	1030.34	0.000308	7190917:1030.34:0.000308
abd-A	CG43135	4142159	4142459	(+)	1246.78	0.000117	4142183:1246.78:0.000117 4142209:852.10:0.000987
abd-A	pinta	18250397	18250697	(-)	953.95	0.000404	18250611:953.95:0.000404 18250644:852.10:0.000987
abd-A	CG16798	20382306	20382606	(-)	864.83	0.000795	20382591:864.83:0.000795
abd-A	MED26	808190	808490	(-)	941.22	0.000600	808193:941.22:0.000600
abd-A	retn	19519882	19520182	(+)	953.95	0.000404	19519914:953.95:0.000404
abd-A	CG5343	10430868	10431168	(-)	852.10	0.000987	10431108:852.10:0.000987
abd-A	Ssu72	19558343	19558643	(+)	1030.34	0.000308	19558431:1030.34:0.000308 19558407:864.83:0.000795
abd-A	CG6927	4800682	4800982	(+)	1157.66	0.000213	4800854:1157.66:0.000213
abd-A	CG12708	15569258	15569558	(+)	1246.78	0.000117	15569338:1246.78:0.000117
abd-A	CG43351	14917263	14917563	(+)	864.83	0.000795	14917406:864.83:0.000795
abd-A	ogre	6875666	6875966	(-)	1157.66	0.000213	6875892:1157.66:0.000213 6875926:852.10:0.000987
abd-A	D1	5066326	5066626	(-)	941.22	0.000600	5066497:941.22:0.000600 5066524:941.22:0.000600 5066547:864.83:0.000795
abd-A	CG3163	19916589	19916889	(+)	941.22	0.000600	19916721:941.22:0.000600
abd-A	mtt	4371251	4371551	(-)	1246.78	0.000117	4371450:1246.78:0.000117 4371303:953.95:0.000404
abd-A	CG43675	5180966	5181266	(+)	941.22	0.000600	5181073:941.22:0.000600 5181214:864.83:0.000795
abd-A	Alg-2	1899066	1899366	(-)	1246.78	0.000117	1899155:1246.78:0.000117 1899227:852.10:0.000987
abd-A	betaggt-I	4945328	4945628	(+)	1246.78	0.000117	4945456:1246.78:0.000117
abd-A	CG42870	17563036	17563336	(-)	864.83	0.000795	17563135:864.83:0.000795
abd-A	S2P	7731695	7731995	(-)	852.10	0.000987	7731879:852.10:0.000987
abd-A	SNF4Agamma	17033949	17034249	(+)	941.22	0.000600	17034019:941.22:0.000600 17034202:852.10:0.000987
abd-A	CG33690	16194177	16194477	(+)	941.22	0.000600	16194365:941.22:0.000600 16194400:864.83:0.000795
abd-A	CG16974	13191929	13192229	(-)	864.83	0.000795	13192170:864.83:0.000795
abd-A	rho-5	10373850	10374150	(-)	864.83	0.000795	10373854:864.83:0.000795
abd-A	RfC38	11130267	11130567	(-)	864.83	0.000795	11130525:864.83:0.000795
abd-A	CG32479	887767	888067	(+)	1246.78	0.000117	888045:1246.78:0.000117 888056:953.95:0.000404
abd-A	CG9422	2563076	2563376	(+)	941.22	0.000600	2563277:941.22:0.000600
abd-A	f	17156459	17156759	(+)	1246.78	0.000117	17156636:1246.78:0.000117
abd-A	140up	9951220	9951520	(-)	953.95	0.000404	9951309:953.95:0.000404 9951482:852.10:0.000987
abd-A	GNBP2	18668444	18668744	(-)	1246.78	0.000117	18668452:1246.78:0.000117 18668704:852.10:0.000987
abd-A	CAH1	13803375	13803675	(+)	941.22	0.000600	13803399:941.22:0.000600
abd-A	apt	19468362	19468662	(+)	941.22	0.000600	19468515:941.22:0.000600
abd-A	LSm7	16743050	16743350	(-)	864.83	0.000795	16743344:864.83:0.000795
abd-A	CG32243	4541194	4541494	(-)	864.83	0.000795	4541420:864.83:0.000795 4541378:852.10:0.000987
abd-A	CG7603	17458794	17459094	(+)	864.83	0.000795	17458996:864.83:0.000795
abd-A	CG30291	16897031	16897331	(-)	1246.78	0.000117	16897214:1246.78:0.000117
abd-A	Pif1B	4625616	4625916	(-)	1246.78	0.000117	4625737:1246.78:0.000117
abd-A	Atac3	327719	328019	(-)	1246.78	0.000117	327730:1246.78:0.000117
abd-A	CG4911	9065781	9066081	(-)	864.83	0.000795	9065976:864.83:0.000795
abd-A	mbo	8504724	8505024	(-)	864.83	0.000795	8504893:864.83:0.000795 8504822:852.10:0.000987
abd-A	AGO3	23547442	23547742	(+)	941.22	0.000600	23547727:941.22:0.000600
abd-A	CG14551	21888683	21888983	(-)	953.95	0.000404	21888733:953.95:0.000404 21888807:941.22:0.000600
abd-A	CG13700	18294310	18294610	(-)	1246.78	0.000117	18294446:1246.78:0.000117
abd-A	Fili	17759284	17759584	(+)	852.10	0.000987	17759465:852.10:0.000987
abd-A	Nup98-96	19607293	19607593	(-)	1246.78	0.000117	19607569:1246.78:0.000117
abd-A	CG32263	3811064	3811364	(-)	953.95	0.000404	3811135:953.95:0.000404
abd-A	CG42464	3699213	3699513	(+)	1246.78	0.000117	3699239:1246.78:0.000117
abd-A	ApepP	16910368	16910668	(-)	864.83	0.000795	16910547:864.83:0.000795
abd-A	gce	15194291	15194591	(+)	1157.66	0.000213	15194340:1157.66:0.000213 15194506:864.83:0.000795 15194566:852.10:0.000987
abd-A	CG7194	8297109	8297409	(-)	1246.78	0.000117	8297176:1246.78:0.000117
abd-A	syd	7929170	7929470	(-)	1246.78	0.000117	7929318:1246.78:0.000117
abd-A	Cyp313b1	4471130	4471430	(-)	953.95	0.000404	4471145:953.95:0.000404
abd-A	ERp60	7778434	7778734	(-)	1157.66	0.000213	7778600:1157.66:0.000213 7778694:953.95:0.000404
