external_id	canonical_transcript_id	organism_id	chromosome	start	end	strand	status	symbol	aliases	description	
ENSG00000067064	ENST00000381344	homo_sapiens	10	1085847	1095110	-	KNOWN	IDI1	IDI1, IPP1, IPPI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:5387]	
ENSG00000130348	ENST00000369046	homo_sapiens	6	107077452	107116292	+	KNOWN	QRSL1	QRSL1, GatA	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:HGNC Symbol;Acc:21020]	
ENSG00000175390	ENST00000533626	homo_sapiens	11	7991797	8023409	+	KNOWN	EIF3F	EIF3F, EIF3S5, eIF3-p47	eukaryotic translation initiation factor 3, subunit F [Source:HGNC Symbol;Acc:3275]	
ENSG00000140319	ENST00000267884	homo_sapiens	15	40327939	40331389	-	KNOWN	SRP14	SRP14, ALURBP	signal recognition particle 14kDa (homologous Alu RNA binding protein) [Source:HGNC Symbol;Acc:11299]	
ENSG00000134717	ENST00000313334	homo_sapiens	1	52521796	52556388	+	KNOWN	BTF3L4		basic transcription factor 3-like 4 [Source:HGNC Symbol;Acc:30547]	
ENSG00000131100	ENST00000253413	homo_sapiens	22	18074901	18111584	-	KNOWN	ATP6V1E1	ATP6V1E1, ATP6E, ATP6E2, ATP6V1E, P31, Vma4	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 [Source:HGNC Symbol;Acc:857]	
ENSG00000178741	ENST00000322347	homo_sapiens	15	75212131	75230509	-	KNOWN	COX5A		cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:2267]	
ENSG00000176390	ENST00000324238	homo_sapiens	17	29096405	29151794	-	KNOWN	CRLF3	CRLF3, CREME-9, CREME9, CRLM9, CYTOR4, FRWS, p48.2	cytokine receptor-like factor 3 [Source:HGNC Symbol;Acc:17177]	
ENSG00000144228	ENST00000280098	homo_sapiens	2	139259370	139331117	+	KNOWN	SPOPL	SPOPL, BTBD33	speckle-type POZ protein-like [Source:HGNC Symbol;Acc:27934]	
ENSG00000112667	ENST00000230431	homo_sapiens	6	43193366	43197222	-	KNOWN	DNPH1	DNPH1, C6orf108, RCL, dJ330M21.3	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:21218]	
ENSG00000129195	ENST00000250056	homo_sapiens	17	6347734	6354789	+	KNOWN	FAM64A	FAM64A, CATS, RCS1	family with sequence similarity 64, member A [Source:HGNC Symbol;Acc:25483]	
ENSG00000154723	ENST00000457143	homo_sapiens	21	27088814	27107984	-	KNOWN	ATP5J	ATP5J, ATP5, ATP5A, ATPM, CF6, F6	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 [Source:HGNC Symbol;Acc:847]	
ENSG00000110172	ENST00000320585	homo_sapiens	11	89934327	89956532	-	KNOWN	CHORDC1		cysteine and histidine-rich domain (CHORD) containing 1 [Source:HGNC Symbol;Acc:14525]	
ENSG00000163444	ENST00000367242	homo_sapiens	1	202976513	202993976	+	KNOWN	TMEM183A	TMEM183A, C1orf37	transmembrane protein 183A [Source:HGNC Symbol;Acc:20173]	
ENSG00000138326	ENST00000440692	homo_sapiens	10	79793517	79816570	+	KNOWN	RPS24	RPS24, DBA3, S24	ribosomal protein S24 [Source:HGNC Symbol;Acc:10411]	
ENSG00000165672	ENST00000298510	homo_sapiens	10	120927214	120938345	-	KNOWN	PRDX3	PRDX3, AOP-1, AOP1, HBC189, MER5, PRO1748, SP-22, prx-III	peroxiredoxin 3 [Source:HGNC Symbol;Acc:9354]	
ENSG00000163530	ENST00000478945	homo_sapiens	3	109012634	109035364	-	KNOWN	DPPA2	DPPA2, CT100, ECAT15-2, PESCRG1	developmental pluripotency associated 2 [Source:HGNC Symbol;Acc:19197]	
ENSG00000167815	ENST00000301522	homo_sapiens	19	12907633	12912694	-	KNOWN	PRDX2	PRDX2, HEL-S-2a, NKEF-B, NKEFB, PRP, PRX2, PRXII, PTX1, TDPX1, TPX1, TSA	peroxiredoxin 2 [Source:HGNC Symbol;Acc:9353]	
ENSG00000126698	ENST00000263697	homo_sapiens	1	28525966	28559536	-	KNOWN	DNAJC8	DNAJC8, HSPC331, SPF31	DnaJ (Hsp40) homolog, subfamily C, member 8 [Source:HGNC Symbol;Acc:15470]	
ENSG00000101132	ENST00000371419	homo_sapiens	20	52824385	52844591	+	KNOWN	PFDN4	PFDN4, C1, PFD4	prefoldin subunit 4 [Source:HGNC Symbol;Acc:8868]	
ENSG00000118181	ENST00000527673	homo_sapiens	11	118886421	118889401	-	KNOWN	RPS25		ribosomal protein S25 [Source:HGNC Symbol;Acc:10413]	
ENSG00000147853	ENST00000381809	homo_sapiens	9	4711154	4742043	-	KNOWN	AK3		adenylate kinase 3 [Source:HGNC Symbol;Acc:17376]	
ENSG00000100410	ENST00000216252	homo_sapiens	22	41855720	41864729	-	KNOWN	PHF5A	PHF5A, INI, Rds3, SAP14b, SF3B7, SF3b14b, bK223H9.2	PHD finger protein 5A [Source:HGNC Symbol;Acc:18000]	
ENSG00000186193	ENST00000409687	homo_sapiens	9	139956580	139965040	-	KNOWN	SAPCD2	SAPCD2, C9orf140, p42.3	suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:28055]	
ENSG00000152240	ENST00000282058	homo_sapiens	18	43684297	43708299	+	KNOWN	HAUS1	HAUS1, CCDC5, HEI-C, HEIC, HsT1461	HAUS augmin-like complex, subunit 1 [Source:HGNC Symbol;Acc:25174]	
ENSG00000160124	ENST00000291458	homo_sapiens	3	122078437	122102078	-	KNOWN	CCDC58		coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:31136]	
ENSG00000092208	ENST00000308317	homo_sapiens	14	39583426	39606177	+	KNOWN	GEMIN2	GEMIN2, SIP1, SIP1-delta	gem (nuclear organelle) associated protein 2 [Source:HGNC Symbol;Acc:10884]	
ENSG00000149547	ENST00000278903	homo_sapiens	11	125439111	125454575	+	KNOWN	EI24	EI24, EPG4, PIG8, TP53I8	etoposide induced 2.4 [Source:HGNC Symbol;Acc:13276]	
ENSG00000147403	ENST00000424325	homo_sapiens	X	153618314	153637504	+	KNOWN	RPL10	RPL10, AUTSX5, DXS648, DXS648E, L10, NOV, QM	ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]	
ENSG00000132646	ENST00000379160	homo_sapiens	20	5095598	5107272	-	KNOWN	PCNA		proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:8729]	
ENSG00000187109	ENST00000261182	homo_sapiens	12	76438669	76478813	-	KNOWN	NAP1L1	NAP1L1, NAP1, NAP1L, NRP	nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:7637]	
ENSG00000168894	ENST00000306368	homo_sapiens	2	85822847	85824736	+	KNOWN	RNF181		ring finger protein 181 [Source:HGNC Symbol;Acc:28037]	
ENSG00000203907	ENST00000370359	homo_sapiens	6	74078277	74104856	-	KNOWN	OOEP		oocyte expressed protein [Source:HGNC Symbol;Acc:21382]	
ENSG00000205352	ENST00000429243	homo_sapiens	12	53835388	53840429	+	KNOWN	PRR13	PRR13, TXR1	proline rich 13 [Source:HGNC Symbol;Acc:24528]	
ENSG00000128050	ENST00000399688	homo_sapiens	4	57301906	57327534	+	KNOWN	PAICS	PAICS, ADE2, ADE2H1, AIRC, PAIS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:HGNC Symbol;Acc:8587]	
ENSG00000134152	ENST00000256544	homo_sapiens	15	34432874	34502297	-	KNOWN	KATNBL1	KATNBL1, C15orf29	katanin p80 subunit B-like 1 [Source:HGNC Symbol;Acc:26199]	
ENSG00000177889	ENST00000318066	homo_sapiens	12	93799448	93836038	-	KNOWN	UBE2N		ubiquitin-conjugating enzyme E2N [Source:HGNC Symbol;Acc:12492]	
ENSG00000173614	ENST00000377205	homo_sapiens	1	10003485	10045559	+	KNOWN	NMNAT1	NMNAT1, LCA9, NMNAT, PNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:17877]	
ENSG00000081154	ENST00000265260	homo_sapiens	3	101292938	101313281	+	KNOWN	PCNP		PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:30023]	
ENSG00000111669	ENST00000229270	homo_sapiens	12	6976282	6980112	+	KNOWN	TPI1	TPI1, HEL-S-49, TIM, TPI, TPID	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:12009]	
ENSG00000143761	ENST00000541182	homo_sapiens	1	228270360	228286912	+	KNOWN	ARF1		ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:652]	
ENSG00000177879	ENST00000316788	homo_sapiens	5	115177177	115249778	+	KNOWN	AP3S1		adaptor-related protein complex 3, sigma 1 subunit [Source:HGNC Symbol;Acc:2013]	
ENSG00000166181	ENST00000531273	homo_sapiens	11	43333512	43366079	+	KNOWN	API5	API5, AAC-11, AAC11	apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:594]	
ENSG00000162194	ENST00000532208	homo_sapiens	11	62430286	62439727	-	KNOWN	C11orf48		chromosome 11 open reading frame 48 [Source:HGNC Symbol;Acc:28351]	
ENSG00000143420	ENST00000339643	homo_sapiens	1	150573326	150602088	-	KNOWN	ENSA	ENSA, ARPP-19e	endosulfine alpha [Source:HGNC Symbol;Acc:3360]	
ENSG00000184752	ENST00000327772	homo_sapiens	12	95290830	95397546	-	KNOWN	NDUFA12	NDUFA12, B17.2, DAP13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12 [Source:HGNC Symbol;Acc:23987]	
ENSG00000175063	ENST00000356455	homo_sapiens	20	44441214	44445596	+	KNOWN	UBE2C	UBE2C, UBCH10, dJ447F3.2	ubiquitin-conjugating enzyme E2C [Source:HGNC Symbol;Acc:15937]	
ENSG00000120992	ENST00000316963	homo_sapiens	8	54958937	55014577	-	KNOWN	LYPLA1	LYPLA1, APT-1, APT1, LPL-I, LPL1, hAPT1	lysophospholipase I [Source:HGNC Symbol;Acc:6737]	
ENSG00000151239	ENST00000548315	homo_sapiens	12	44187525	44200178	-	KNOWN	TWF1	TWF1, A6, PTK9	twinfilin actin-binding protein 1 [Source:HGNC Symbol;Acc:9620]	
ENSG00000100522	ENST00000216410	homo_sapiens	14	53241911	53258386	-	KNOWN	GNPNAT1	GNPNAT1, GNPNAT, Gpnat1	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:19980]	
ENSG00000179051	ENST00000375436	homo_sapiens	1	17733255	17766220	-	KNOWN	RCC2	RCC2, TD-60	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:30297]	
ENSG00000132507	ENST00000336452	homo_sapiens	17	7210317	7215774	+	KNOWN	EIF5A	EIF5A, EIF-5A, EIF5A1, eIF5AI	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:3300]	
ENSG00000136888	ENST00000374050	homo_sapiens	9	117350025	117360653	+	KNOWN	ATP6V1G1		ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:864]	
ENSG00000066230	ENST00000264938	homo_sapiens	5	473424	524447	-	KNOWN	SLC9A3	SLC9A3, NHE3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 [Source:HGNC Symbol;Acc:11073]	
ENSG00000086475	ENST00000327347	homo_sapiens	10	13359423	13390297	-	KNOWN	SEPHS1	SEPHS1, SELD, SPS, SPS1	selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:19685]	
ENSG00000164713	ENST00000297290	homo_sapiens	7	97881690	97937162	+	KNOWN	BRI3	BRI3, I3	brain protein I3 [Source:HGNC Symbol;Acc:1109]	
ENSG00000145919	ENST00000311086	homo_sapiens	5	173034516	173043663	-	KNOWN	BOD1	BOD1, FAM44B	biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:25114]	
ENSG00000106244	ENST00000350498	homo_sapiens	7	98989670	99006452	-	KNOWN	PDAP1	PDAP1, HASPP28, PAP, PAP1	PDGFA associated protein 1 [Source:HGNC Symbol;Acc:14634]	
ENSG00000197894	ENST00000296412	homo_sapiens	4	99992131	100009952	-	KNOWN	ADH5	ADH5, ADH-3, ADHX, FALDH, FDH, GSH-FDH, GSNOR	alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:253]	
ENSG00000160014	ENST00000291295	homo_sapiens	19	47104330	47114050	+	KNOWN	CALM3	CALM3, HEL-S-72, PHKD, PHKD3	calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1449]	
ENSG00000140941	ENST00000268607	homo_sapiens	16	87417600	87438385	+	KNOWN	MAP1LC3B	MAP1LC3B, ATG8F, LC3B, MAP1A/1BLC3, MAP1LC3B-a	microtubule-associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:13352]	
ENSG00000198015	ENST00000549982	homo_sapiens	12	93861263	93897545	+	KNOWN	MRPL42	MRPL42, L31MT, L42MT, MRP-L31, MRP-L42, MRP-S32, MRPL31, MRPS32, PTD007, RPML31, S32MT	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:14493]	
ENSG00000142168	ENST00000270142	homo_sapiens	21	33031934	33041244	+	KNOWN	SOD1	SOD1, ALS, ALS1, HEL-S-44, IPOA, SOD, hSod1, homodimer	superoxide dismutase 1, soluble [Source:HGNC Symbol;Acc:11179]	
ENSG00000163170	ENST00000327428	homo_sapiens	2	74362524	74375121	-	KNOWN	BOLA3	BOLA3, MMDS2	bolA homolog 3 (E. coli) [Source:HGNC Symbol;Acc:24415]	
ENSG00000148572	ENST00000277746	homo_sapiens	10	64893049	64914783	+	KNOWN	NRBF2	NRBF2, COPR1, COPR2, NRBF-2	nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:19692]	
ENSG00000138430	ENST00000284719	homo_sapiens	2	174937174	175113426	-	KNOWN	OLA1	OLA1, DOC45, GBP45, GTBP9, GTPBP9	Obg-like ATPase 1 [Source:HGNC Symbol;Acc:28833]	
ENSG00000185787	ENST00000331268	homo_sapiens	15	79102828	79190475	+	KNOWN	MORF4L1	MORF4L1, Eaf3, HsT17725, MEAF3, MORFRG15, MRG15, S863-6	mortality factor 4 like 1 [Source:HGNC Symbol;Acc:16989]	
ENSG00000150527	ENST00000396158	homo_sapiens	14	39734487	39856156	+	KNOWN	CTAGE5		CTAGE family, member 5 [Source:HGNC Symbol;Acc:7057]	
ENSG00000139146	ENST00000337682	homo_sapiens	12	31433517	31479992	-	KNOWN	FAM60A	FAM60A, C12orf14, TERA	family with sequence similarity 60, member A [Source:HGNC Symbol;Acc:30702]	
ENSG00000170540	ENST00000304414	homo_sapiens	16	18802990	18813000	-	KNOWN	ARL6IP1	ARL6IP1, AIP1, ARL6IP, ARMER, SPG61	ADP-ribosylation factor-like 6 interacting protein 1 [Source:HGNC Symbol;Acc:697]	
ENSG00000169519	ENST00000407364	homo_sapiens	11	28129794	28355054	+	KNOWN	METTL15	METTL15, METT5D1	methyltransferase like 15 [Source:HGNC Symbol;Acc:26606]	
ENSG00000119729	ENST00000238738	homo_sapiens	2	46768944	46810260	+	KNOWN	RHOQ		ras homolog family member Q [Source:HGNC Symbol;Acc:17736]	
ENSG00000165775	ENST00000369498	homo_sapiens	X	154254254	154288578	+	KNOWN	FUNDC2		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:24925]	
ENSG00000114978	ENST00000396049	homo_sapiens	2	74382164	74406025	-	KNOWN	MOB1A		MOB kinase activator 1A [Source:HGNC Symbol;Acc:16015]	
ENSG00000173436	ENST00000322753	homo_sapiens	1	19923476	19956314	+	KNOWN	MINOS1	MINOS1, C1orf151, MIO10	mitochondrial inner membrane organizing system 1 [Source:HGNC Symbol;Acc:32068]	
ENSG00000151665	ENST00000281382	homo_sapiens	2	46808075	46844258	-	KNOWN	PIGF		phosphatidylinositol glycan anchor biosynthesis, class F [Source:HGNC Symbol;Acc:8962]	
ENSG00000134748	ENST00000257181	homo_sapiens	1	52870235	52886511	+	KNOWN	PRPF38A		PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [Source:HGNC Symbol;Acc:25930]	
ENSG00000102309	ENST00000373669	homo_sapiens	X	71401202	71522776	+	KNOWN	PIN4	PIN4, EPVH, PAR14, PAR17	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:HGNC Symbol;Acc:8992]	
ENSG00000113811	ENST00000495461	homo_sapiens	3	53918436	53926015	-	KNOWN	SELK	SELK, HSPC297, SelK	selenoprotein K  [Source:RefSeq peptide;Acc:NP_067060]	
ENSG00000101843	ENST00000217958	homo_sapiens	X	107327436	107334848	-	KNOWN	PSMD10	PSMD10, dJ889N15.2, p28, p28(GANK)	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 [Source:HGNC Symbol;Acc:9555]	
ENSG00000155115	ENST00000329970	homo_sapiens	6	111279762	111289093	+	KNOWN	GTF3C6	GTF3C6, C6orf51, TFIIIC35, bA397G5.3	general transcription factor IIIC, polypeptide 6, alpha 35kDa [Source:HGNC Symbol;Acc:20872]	
ENSG00000235650	ENST00000454021	homo_sapiens	HSCHR6_MHC_COX	33161392	33165893	+	KNOWN	RPS18		ribosomal protein S18 [Source:HGNC Symbol;Acc:10401]	
ENSG00000093000	ENST00000347635	homo_sapiens	22	45559721	45583892	+	KNOWN	NUP50	NUP50, NPAP60, NPAP60L	nucleoporin 50kDa [Source:HGNC Symbol;Acc:8065]	
ENSG00000140350	ENST00000465139	homo_sapiens	15	69070873	69113236	-	KNOWN	ANP32A	ANP32A, C15orf1, HPPCn, I1PP2A, LANP, MAPM, PHAP1, PHAPI, PP32	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:HGNC Symbol;Acc:13233]	
ENSG00000103550	ENST00000219837	homo_sapiens	16	19714901	19729557	-	KNOWN	KNOP1		lysine-rich nucleolar protein 1 [Source:HGNC Symbol;Acc:34404]	
ENSG00000132541	ENST00000254878	homo_sapiens	8	99114571	99129469	-	KNOWN	HRSP12	HRSP12, P14.5, PSP, UK114	heat-responsive protein 12 [Source:HGNC Symbol;Acc:16897]	
ENSG00000142864	ENST00000370995	homo_sapiens	1	67873492	67896098	-	KNOWN	SERBP1	SERBP1, CHD3IP, HABP4L, PAI-RBP1, PAIRBP1	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:17860]	
ENSG00000004897	ENST00000531206	homo_sapiens	17	45195068	45266788	-	KNOWN	CDC27	CDC27, ANAPC3, APC3, CDC27Hs, D0S1430E, D17S978E, HNUC, NUC2	cell division cycle 27 [Source:HGNC Symbol;Acc:1728]	
ENSG00000125977	ENST00000374980	homo_sapiens	20	32676103	32700138	-	KNOWN	EIF2S2	EIF2S2, EIF2, EIF2B, EIF2beta, PPP1R67, eIF-2-beta	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa [Source:HGNC Symbol;Acc:3266]	
ENSG00000115540	ENST00000323303	homo_sapiens	2	198380294	198418423	+	KNOWN	MOB4	MOB4, 2C4D, MOB1, MOB3, MOBKL3, PHOCN, PREI3	MOB family member 4, phocein [Source:HGNC Symbol;Acc:17261]	
ENSG00000073792	ENST00000382199	homo_sapiens	3	185361526	185542844	-	KNOWN	IGF2BP2	IGF2BP2, IMP-2, IMP2, VICKZ2, p62	insulin-like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:28867]	
ENSG00000107438	ENST00000329399	homo_sapiens	10	96997328	97050781	-	KNOWN	PDLIM1	PDLIM1, CLIM1, CLP-36, CLP36, HEL-S-112, hCLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:2067]	
ENSG00000089063	ENST00000342308	homo_sapiens	20	5080485	5093749	-	KNOWN	TMEM230	TMEM230, C20orf30, HSPC274, dJ1116H23.2.1	transmembrane protein 230 [Source:HGNC Symbol;Acc:15876]	
ENSG00000171345	ENST00000361566	homo_sapiens	17	39679868	39684560	-	KNOWN	KRT19	KRT19, CK19, K19, K1CS	keratin 19 [Source:HGNC Symbol;Acc:6436]	
ENSG00000169045	ENST00000356731	homo_sapiens	5	179041178	179061785	-	KNOWN	HNRNPH1	HNRNPH1, HNRPH, HNRPH1, hnRNPH	heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:5041]	
ENSG00000168288	ENST00000428879	homo_sapiens	2	150426147	150444330	-	KNOWN	MMADHC	MMADHC, C2orf25, CL25022, cblD	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria [Source:HGNC Symbol;Acc:25221]	
ENSG00000135069	ENST00000376588	homo_sapiens	9	80912058	80945009	+	KNOWN	PSAT1	PSAT1, EPIP, PSA, PSAT	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:19129]	
ENSG00000166136	ENST00000299166	homo_sapiens	10	102267202	102289757	-	KNOWN	NDUFB8	NDUFB8, ASHI, CI-ASHI	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa [Source:HGNC Symbol;Acc:7703]	
ENSG00000165119	ENST00000376263	homo_sapiens	9	86582997	86595569	-	KNOWN	HNRNPK	HNRNPK, CSBP, HNRPK, TUNP	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:5044]	
ENSG00000100568	ENST00000554659	homo_sapiens	14	68113791	68141548	-	KNOWN	VTI1B	VTI1B, VTI1, VTI1-LIKE, VTI1L, VTI2, v-SNARE, vti1-rp1	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:17793]	
ENSG00000182718	ENST00000332680	homo_sapiens	15	60639332	60695082	-	KNOWN	ANXA2	ANXA2, ANX2, ANX2L4, CAL1H, HEL-S-270, LIP2, LPC2, LPC2D, P36, PAP-IV	annexin A2 [Source:HGNC Symbol;Acc:537]	
ENSG00000059804	ENST00000075120	homo_sapiens	12	8071825	8088871	-	KNOWN	SLC2A3	SLC2A3, GLUT3	solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:11007]	
ENSG00000106399	ENST00000223129	homo_sapiens	7	7676148	7758238	-	KNOWN	RPA3		replication protein A3, 14kDa [Source:HGNC Symbol;Acc:10291]	
ENSG00000147684	ENST00000276689	homo_sapiens	8	125551343	125580751	+	KNOWN	NDUFB9	NDUFB9, B22, CI-B22, LYRM3, UQOR22	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa [Source:HGNC Symbol;Acc:7704]	
ENSG00000231500	ENST00000439602	homo_sapiens	6	33239786	33244287	+	KNOWN	RPS18	RPS18, D6S218E, HKE3, KE-3, KE3, S18	ribosomal protein S18 [Source:HGNC Symbol;Acc:10401]	
ENSG00000188342	ENST00000340473	homo_sapiens	13	45694649	45858237	+	KNOWN	GTF2F2	GTF2F2, BTF4, RAP30, TF2F2, TFIIF	general transcription factor IIF, polypeptide 2, 30kDa [Source:HGNC Symbol;Acc:4653]	
ENSG00000166831	ENST00000300069	homo_sapiens	15	65032090	65067786	-	KNOWN	RBPMS2		RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:19098]	
ENSG00000069956	ENST00000261845	homo_sapiens	15	52244302	52358462	+	KNOWN	MAPK6	MAPK6, ERK3, HsT17250, PRKM6, p97MAPK	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:6879]	
ENSG00000214114	ENST00000397572	homo_sapiens	1	39328635	39347289	-	KNOWN	MYCBP		MYC binding protein [Source:HGNC Symbol;Acc:7554]	
ENSG00000146425	ENST00000367089	homo_sapiens	6	159057505	159065771	-	KNOWN	DYNLT1	DYNLT1, CW-1, TCTEL1, tctex-1	dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:11697]	
ENSG00000163512	ENST00000479665	homo_sapiens	3	28356493	28390618	-	KNOWN	AZI2	AZI2, AZ2, NAP1, TILP	5-azacytidine induced 2 [Source:HGNC Symbol;Acc:24002]	
ENSG00000187545	ENST00000235347	homo_sapiens	1	12952726	12958101	-	KNOWN	PRAMEF10		PRAME family member 10 [Source:HGNC Symbol;Acc:27997]	
ENSG00000100519	ENST00000445930	homo_sapiens	14	53173889	53195305	+	KNOWN	PSMC6	PSMC6, CADP44, HEL-S-73, P44, SUG2, p42	proteasome (prosome, macropain) 26S subunit, ATPase, 6 [Source:HGNC Symbol;Acc:9553]	
ENSG00000149806	ENST00000529639	homo_sapiens	11	64888099	64889945	-	KNOWN	FAU		Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed [Source:HGNC Symbol;Acc:3597]	
ENSG00000108064	ENST00000487519	homo_sapiens	10	60144781	60158981	+	KNOWN	TFAM	TFAM, MTTF1, MTTFA, TCF6, TCF6L1, TCF6L2, TCF6L3	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:11741]	
ENSG00000137726	ENST00000526014	homo_sapiens	11	117707692	117748201	-	KNOWN	FXYD6		FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:4030]	
ENSG00000155621	ENST00000334731	homo_sapiens	9	74526425	74600970	+	KNOWN	C9orf85		chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:28784]	
ENSG00000164091	ENST00000296490	homo_sapiens	3	52288436	52322036	-	KNOWN	WDR82	WDR82, MST107, MSTP107, PRO2730, PRO34047, SWD2, TMEM113, WDR82A	WD repeat domain 82 [Source:HGNC Symbol;Acc:28826]	
ENSG00000116489	ENST00000263168	homo_sapiens	1	113161794	113214241	+	KNOWN	CAPZA1	CAPZA1, CAPPA1, CAPZ, CAZ1	capping protein (actin filament) muscle Z-line, alpha 1 [Source:HGNC Symbol;Acc:1488]	
ENSG00000198791	ENST00000361272	homo_sapiens	8	17086736	17104387	-	KNOWN	CNOT7	CNOT7, CAF1, Caf1a, hCAF-1	CCR4-NOT transcription complex, subunit 7 [Source:HGNC Symbol;Acc:14101]	
ENSG00000198668	ENST00000356978	homo_sapiens	14	90862845	90874605	+	KNOWN	CALM1	CALM1, CALML2, CAMI, CPVT4, DD132, PHKD, caM	calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1442]	
ENSG00000135447	ENST00000257905	homo_sapiens	12	54969170	54982443	-	KNOWN	PPP1R1A	PPP1R1A, I1, IPP1	protein phosphatase 1, regulatory (inhibitor) subunit 1A [Source:HGNC Symbol;Acc:9286]	
ENSG00000013561	ENST00000394520	homo_sapiens	5	141337892	141369856	+	KNOWN	RNF14	RNF14, ARA54, HFB30, TRIAD2	ring finger protein 14 [Source:HGNC Symbol;Acc:10058]	
ENSG00000067560	ENST00000418115	homo_sapiens	3	49396577	49450431	-	KNOWN	RHOA	RHOA, ARH12, ARHA, RHO12, RHOH12	ras homolog family member A [Source:HGNC Symbol;Acc:667]	
ENSG00000106392	ENST00000436587	homo_sapiens	7	7196564	7288251	+	KNOWN	C1GALT1	C1GALT1, C1GALT, T-synthase	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:HGNC Symbol;Acc:24337]	
ENSG00000136938	ENST00000339399	homo_sapiens	9	100745642	100778225	+	KNOWN	ANP32B	ANP32B, APRIL, PHAPI2, SSP29	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B [Source:HGNC Symbol;Acc:16677]	
ENSG00000166800	ENST00000280706	homo_sapiens	11	18477370	18501147	+	KNOWN	LDHAL6A	LDHAL6A, LDH6A	lactate dehydrogenase A-like 6A [Source:HGNC Symbol;Acc:28335]	
ENSG00000168374	ENST00000303436	homo_sapiens	3	57557089	57583947	-	KNOWN	ARF4	ARF4, ARF2	ADP-ribosylation factor 4 [Source:HGNC Symbol;Acc:655]	
