chr,marker,primer,phys.loc,gen.loc,gen.female,gen.male,rec.rate,rr.female,rr.male
2,D2S1363,GATA23D03,236638262,229.15,299.29,159.01,0.95,1.14,1.21
2,D2S2354,AFMa046we1,237236946,229.16,299.29,159.02,1.15,1.26,1.24
2,D2S2308,AFMb354we5,NA,229.34,299.29,159.39,NA,NA,NA
2,D2S2389,AFMa090zh5,237500469,229.85,300.31,159.39,1.26,1.33,1.24
2,D2S159,AFM218zg3,237776503,230.48,300.31,160.64,1.37,1.4,1.24
2,D2S401,AFMa140yg9,NA,230.67,300.7,160.64,NA,NA,NA
2,D2S2185,AFMa196vd1,239426633,233.16,302.74,163.58,1.79,1.83,1.19
2,D2S362,AFM302vh9,239784665,233.85,304.12,163.58,1.79,1.91,1.16
2,D2S2218,AFMa289ye1,240299509,234.31,304.88,163.74,1.76,2,1.13
2,D2S2297,AFMb329we9,240416807,234.71,305.58,163.83,1.75,2.01,1.13
2,D2S341,AFM277wg9,NA,235.25,305.86,164.65,NA,NA,NA
2,D2S2317,AFMc004xh5,NA,235.6,305.86,165.33,NA,NA,NA
2,D2S2193,AFMa217yf9,241875552,238.22,310.3,166.14,1.49,2.09,1.1
2,D2S2276,AFMb298we9,241894311,238.22,310.3,166.14,1.48,2.09,1.1
2,D2S427,GATA12H10,241906620,238.22,310.3,166.14,1.48,2.09,1.1
2,D2S2344,AFM333wc5,243895380,239.32,311.73,166.92,1.41,1.98,1.37
2,D2S206,AFM259yc9,244158143,240.03,313.14,166.92,1.49,1.96,1.43
2,D2S1279,UT8067,NA,240.25,313.58,166.92,NA,NA,NA
2,D2S2348,AFM345yc1,244596229,240.81,314,167.62,1.66,1.95,1.54
2,D2S2205,AFMa240yf1,244848404,241.14,314.31,167.96,1.77,1.95,1.61
2,D2S2973,GATA151D12,NA,245.2,319.29,171.11,NA,NA,NA
2,D2S2202,AFMa239yc5,247414558,247.76,320.23,175.3,2.27,2.03,2.43
2,D2S1397,GCT8B09,247576541,247.77,320.23,175.3,2.24,2.01,2.49
2,D2S338,AFM276zf5,248022590,248.37,320.8,175.94,2.17,1.94,2.65
2,D2S2949,GAAT3C11,248660813,249.16,321.99,176.34,2.16,1.8,2.87
2,D2S2968,GATA178G09,NA,249.6,322.35,176.84,NA,NA,NA
2,D2S2338,AFM312ye1,249546339,251.82,325.21,178.43,2.4,1.55,3.15
2,D2S395,AFM356te5,NA,256.32,327.23,185.42,NA,NA,NA
2,D2S2285,AFMb314yg9,NA,257.09,327.23,186.95,NA,NA,NA
2,D2S2253,AFMb037yd1,251647233,257.66,327.23,188.09,2.37,0.9,3.69
2,D2S125,AFM112yd4,251819405,258.19,327.23,189.14,2.28,0.85,3.73
2,D2S140,AFM182ya5,252587628,259.43,327.23,191.63,1.89,0.61,3.93
3,D3S4559,3PTEL25,NA,1.06,2.13,0,NA,NA,NA
3,D3S2387,GATA22G12,2798726,2.29,2.13,2.45,2.96,0.39,5.52
3,D3S1539,UT1360,2826918,2.29,2.13,2.45,2.97,0.4,5.51
3,D3S1307,AFM238wb12,3112456,2.56,2.13,3,3.07,0.54,5.37
3,D3S1270,AFM122xb6,3210799,3.22,2.13,4.32,3.1,0.59,5.33
3,D3S2426,GATA22F08,3289144,3.58,2.13,5.02,3.13,0.63,5.29
3,D3S3525,AFMa064wh9,4130634,5.82,2.39,9.26,3.42,1.03,4.9
3,D3S3630,AFMb296zf5,4463037,6.08,2.39,9.77,3.53,1.19,4.74
3,D3S3050,GATA88H04,5059066,10.31,4.4,16.22,3.53,1.47,4.46
3,D3S1620,AFM351wc1,5261818,10.52,4.82,16.22,3.49,1.57,4.36
3,D3S3706,AFMa047zd5,5827877,12.8,4.82,20.77,3.27,1.84,4.1
3,D3S1515,UT440,8173865,19.02,11.72,26.32,2.39,2.71,2.66
3,D3S1304,AFM234tf4,8681762,19.61,12.57,26.65,2.38,2.74,2.33
3,D3S3591,AFMa303yb1,9948271,22.92,16.32,29.52,2.47,2.57,1.74
3,D3S1537,UT1201,10070190,23.18,16.57,29.79,2.47,2.54,1.71
3,D3S4545,GATA164B08,10347320,23.45,16.85,30.05,2.43,2.47,1.65
3,D3S3691,AFMc023xb5,10602042,25.07,19.06,31.08,2.36,2.39,1.61
3,D3S1597,AFM295yc9,11127060,26.68,20.96,32.41,2.15,2.2,1.55
3,D3S3611,AFMb040xe5,12700635,28.3,22.79,33.82,1.21,1.45,1.13
3,D3S3601,AFMa350xf5,12815007,28.3,22.79,33.82,1.15,1.39,1.08
3,D3S1263,AFM079yg5,13663763,29.62,24.6,34.64,0.7,0.98,0.75
3,D3S3680,AFMb363xd5,13872475,30.13,24.61,35.66,0.61,0.9,0.68
3,D3S3714,AFMa064vb5,17488976,30.16,24.66,35.66,0.52,0.93,0.42
3,D3S3701,AFM087xf3,18045983,30.92,26.18,35.66,0.75,1.11,0.46
3,D3S3610,AFMb035xf1,18434114,30.92,26.18,35.66,0.92,1.25,0.5
3,D3S3608,AFMb029yf5,19132738,32.42,27.55,37.3,1.2,1.47,0.56
3,D3S2385,GAAT3E04,19505426,32.43,27.55,37.3,1.32,1.58,0.6
3,D3S1252,MFD203A,19568085,32.43,27.55,37.3,1.34,1.6,0.6
3,D3S1554,AFM205va9,20030067,33.2,29.1,37.3,1.45,1.71,0.64
3,D3S1286,AFM197xg11,21671024,35.75,32.57,38.93,1.42,1.89,0.71
3,D3S2431,GATA25G06,22079048,36.19,32.92,39.46,1.33,1.88,0.71
3,D3S3473,AFMa176ye9,22374117,36.69,33.92,39.47,1.25,1.85,0.71
3,D3S2338,AFMa037zf5,22701264,37.49,35.52,39.47,1.17,1.82,0.72
3,D3S4547,GATA140H01,23856109,38.09,36.4,39.78,1.04,1.64,0.74
3,D3S1293,AFM200za1,27953291,43.12,42.58,43.67,1.06,1.72,0.7
3,D3S3038,GATA73D01,27975642,43.38,42.58,44.17,1.06,1.73,0.7
3,D3S1599,AFM301ze9,28604245,43.54,42.9,44.17,1.13,1.82,0.65
3,D3S3659,AFMb331ye9,29042762,43.87,43.57,44.18,1.23,1.88,0.62
3,D3S1567,AFM234ya11,30587824,46.42,48.05,44.78,1.48,2.04,0.48
3,D3S2336,AFM336zb5,31016015,46.73,48.67,44.78,1.42,2.06,0.45
3,D3S2301,Mfd342,31266852,47.72,50.34,45.09,1.36,2.07,0.43
3,D3S2317,UT6375,31270416,47.72,50.35,45.09,1.36,2.07,0.43
3,D3S1583,AFM276vc9,31632321,48.31,51.53,45.1,1.27,2.09,0.42
3,D3S2335,AFM312yf5,32512636,48.76,51.53,45.99,1.1,2.09,0.44
3,D3S1266,AFM095xc1,34193636,50.53,54.55,46.52,1.23,2.16,0.54
3,D3S1609,AFM320wc9,36513083,53.97,60.88,47.06,1.66,2.34,0.63
3,D3S3547,AFMa108yc1,36760298,54.56,60.88,48.23,1.67,2.34,0.66
3,D3S3727,AFMa090zb1,37259087,55.39,62.54,48.23,1.68,2.3,0.7
3,D3S3567,AFMa176wc1,37320269,55.5,62.54,48.46,1.68,2.3,0.7
3,D3S2432,GATA27C08,38597582,57.53,65.93,49.13,1.51,2.06,0.77
3,D3S4525,GATA112E02,NA,59.06,68.18,49.93,NA,NA,NA
3,D3S3518,AFM331wh9,NA,59.21,68.19,50.23,NA,NA,NA
3,D3S1619,AFM350tf1,39971151,59.79,69.08,50.51,1.18,1.67,0.75
3,D3S1612,AFM339xh1,40398217,60.05,69.08,51.02,1.07,1.55,0.73
3,D3S1768,GATA8B05,40433037,60.05,69.08,51.02,1.06,1.54,0.72
3,D3S3718,AFMa070yg5,42156230,61.22,70.64,51.81,0.81,1.2,0.58
3,D3S2411,ATA15H02,42345195,61.42,70.64,52.21,0.8,1.17,0.56
3,D3S1561,AFM220xg3,42470703,61.92,71.63,52.21,0.79,1.16,0.55
3,D3S1611,AFM338xe5,43149695,62.71,72.44,52.98,0.77,1.11,0.5
3,D3S3623,AFMb286yb1,43908214,62.73,72.44,53.02,0.76,1.11,0.45
3,D3S1260,AFM038xc1,44864983,63.25,73.48,53.02,0.74,1.16,0.4
3,D3S3521,AFM345yg5,NA,64.35,75.22,53.47,NA,NA,NA
3,D3S3593,AFMa312ze9,45331685,64.35,75.22,53.47,0.74,1.21,0.38
3,D3S3527,AFMa073yf5,45456388,64.46,75.44,53.47,0.75,1.22,0.37
3,D3S3658,AFMb330ze5,46965120,64.98,76.22,53.75,0.85,1.3,0.37
3,D3S3522,AFM349ta5,47085425,64.99,76.22,53.75,0.86,1.3,0.38
3,D3S2319,UT6506,48630362,66.54,78.42,54.66,0.93,1.16,0.47
3,D3S3687,AFMc016yd9,48860150,67.22,79.53,54.91,0.91,1.13,0.48
3,D3S3559,AFMa139wf9,49037301,67.22,79.53,54.91,0.9,1.11,0.49
3,D3S2304,UT5662,49163972,67.22,79.53,54.91,0.89,1.1,0.49
3,D3S3678,AFMb362yc1,49817287,67.73,80.54,54.92,0.8,1.02,0.51
3,D3S3647,AFMb320vc1,50037018,67.73,80.54,54.92,0.77,1,0.51
3,D3S3597,AFMa344zg5,50419945,68.38,81.32,55.45,0.72,0.95,0.51
3,D3S3624,AFMb291zc9,51188483,68.77,81.48,56.06,0.63,0.83,0.5
3,D3S3640,AFMb315ze9,54759777,70.55,83.44,57.67,0.33,0.29,0.31
3,D3S2420,ATA25A07,54764168,70.55,83.44,57.67,0.33,0.29,0.31
3,D3S3560,AFMa141zc5,55007138,70.55,83.44,57.67,0.3,0.28,0.28
3,D3S2384,ATA4D09,56333031,70.66,83.65,57.67,0.12,0.23,0.18
3,D3S1235,Mfd93,NA,70.81,83.65,57.97,NA,NA,NA
3,D3S3629,AFMb296zc5,56651477,70.81,83.65,57.97,0.09,0.22,0.17
3,D3S2456,GATA63E04,56691984,70.89,83.65,58.12,0.08,0.22,0.17
3,D3S1621,AFMa133wh1,57537889,70.89,83.65,58.13,0.08,0.22,0.15
3,D3S1568,AFM238yc5,57626132,70.89,83.65,58.13,0.08,0.22,0.15
3,D3S3667,AFMb348za9,58226931,70.89,83.65,58.13,0.16,0.25,0.17
3,D3S3604,AFMb008yh5,58265312,70.89,83.65,58.13,0.16,0.25,0.17
3,D3S1573,AFM126xg7,NA,70.89,83.65,58.13,NA,NA,NA
3,D3S3688,AFMc017wg9,59145193,70.97,83.81,58.13,0.29,0.36,0.25
3,D3S3026,GAAT11D03,59169986,70.97,83.81,58.13,0.29,0.36,0.25
3,D3S3561,AFMa142yf5,59545346,71.22,84.32,58.13,0.31,0.44,0.31
3,D3S3648,AFM238xb10,59750146,71.22,84.32,58.13,0.32,0.49,0.35
3,D3S1588,AFM287yd9,62732979,72.68,85.84,59.51,1.54,1.33,0.95
3,D3S1236,Mfd99,63037999,73.73,86.91,60.55,1.69,1.36,0.98
3,D3S1289,AFM198yf2,63044296,73.73,86.91,60.55,1.69,1.36,0.98
3,D3S3672,AFMb352xe1,63297443,74.53,87.17,61.9,1.77,1.37,0.99
3,D3S3660,AFMb338zg9,63516721,74.65,87.17,62.12,1.79,1.38,1
3,D3S1613,AFM340xf1,63563814,75.18,88.23,62.12,1.79,1.38,1
3,D3S3717,AFMa066wd5,63819260,75.5,88.87,62.13,1.76,1.38,1
3,D3S2408,ATA10D01,64397345,76.58,90.26,62.89,1.56,1.38,1
3,D3S1606,AFM318wc5,64463206,76.58,90.26,62.89,1.53,1.38,0.99
3,D3S3721,AFMa072yb9,64620861,77.26,91.63,62.89,1.45,1.38,0.99
3,D3S3588,AFMa275zh1,64773664,77.26,91.63,62.9,1.37,1.38,0.98
3,D3S3048,GATA87B02,64825440,77.38,91.63,63.12,1.34,1.38,0.98
3,D3S3724,AFMa082wh1,65066545,77.5,91.63,63.37,1.2,1.39,0.97
3,D3S2400,Unknown,65457669,77.5,91.64,63.37,0.99,1.4,0.94
3,D3S3532,AFM191va5,66357673,78.71,92.74,64.68,0.67,1.42,0.89
3,D3S1592,AFM292xh1,NA,78.79,92.89,64.69,NA,NA,NA
3,D3S1295,AFM210yc5,66819365,78.91,93.13,64.69,0.67,1.41,0.87
3,D3S2402,GGAA13D09,67159161,78.91,93.13,64.69,0.74,1.4,0.87
3,D3S1067,Unknown,67466339,78.97,93.21,64.72,0.84,1.39,0.87
3,D3S1766,GATA6F06,67649122,79.08,93.4,64.77,0.9,1.38,0.88
3,D3S1450,Unknown,67798440,79.17,93.49,64.85,0.96,1.37,0.89
3,D3S1313,AFM259zg5,67959633,79.29,93.74,64.85,1.03,1.37,0.9
3,D3S1547,AFM162xc9,68736323,80.09,94.56,65.62,1.32,1.38,0.97
3,D3S3722,AFMa072zh5,68769919,80.09,94.57,65.62,1.34,1.38,0.97
3,D3S3577,AFMa210za9,68838817,80.1,94.57,65.62,1.36,1.39,0.98
3,D3S1234,Mfd76,69375754,81.23,96.35,66.11,1.51,1.46,1.05
3,D3S1300,AFM220yh4,69778259,82.22,97.71,66.74,1.59,1.53,1.12
3,D3S3631,AFM211zg11,70229146,83.57,98.85,68.29,1.63,1.62,1.18
3,D3S1239,Mfd173,71421667,84.65,100.27,69.02,1.51,1.78,1.28
3,D3S1312,AFM256ya9,71814214,85.07,100.27,69.86,1.45,1.8,1.28
3,D3S3566,AFMa163yf1,72144999,85.07,100.27,69.87,1.42,1.81,1.28
3,D3S3698,AFM316vf9,72722461,86.38,101.96,70.8,1.41,1.8,1.25
3,D3S1287,AFM198te7,73941021,88.25,103.8,72.7,1.54,1.74,1.14
3,D3S3635,AFMb306yg5,74077545,88.25,103.8,72.7,1.55,1.72,1.13
3,D3S1285,AFM191yg5,74271800,89.28,105.04,73.53,1.57,1.7,1.11
3,D3S3644,AFMb318yf1,74535209,89.28,105.04,73.53,1.58,1.67,1.08
3,D3S2329,UT7805,74640892,89.91,106.28,73.53,1.58,1.65,1.07
3,D3S3697,AFM303td9,76144591,91.4,108.25,74.55,1.24,1.35,0.89
3,D3S1233,MFD53,76536338,92.44,110.04,74.84,1.07,1.25,0.84
3,D3S1217,Unknown,76573954,92.44,110.04,74.84,1.05,1.24,0.84
3,D3S3524,AFMa059xb5,77276201,92.98,110.04,75.93,0.78,1.06,0.77
3,ATA92F01,ATA92F01,NA,94.09,111.01,77.17,NA,NA,NA
3,D3S1296,AFM211we3,79631128,94.09,111.01,77.17,0.62,1.12,0.72
3,D3S1566,AFM234tb8,80686687,94.76,111.74,77.79,0.94,1.61,0.71
3,D3S1562,AFM220ze1,81726935,96.05,113.34,78.76,1.51,2.15,0.68
3,D3S3568,AFMa176yg9,82092510,96.45,114.14,78.76,1.73,2.28,0.66
3,D3S3551,AFMa116xa9,82327995,96.78,114.14,79.42,1.87,2.35,0.66
3,24534CA2,Unknown,NA,99.13,118.84,79.42,NA,NA,NA
3,D3S3614,AFMb047xc1,NA,99.13,118.84,79.42,NA,NA,NA
3,D3S3581,AFMa224xf9,84776397,102.75,124.75,80.76,1.53,2.42,0.51
3,D3S3653,AFMb326xb5,87132393,104.16,126.58,81.74,0.84,1.77,0.29
3,D3S1522,Unknown,NA,106.88,132.02,81.74,NA,NA,NA
3,D3S3507,AFM001za2,89512643,106.88,132.02,81.74,0.75,1.06,0.21
3,D3S1542,UT1880,NA,106.88,132.02,81.74,NA,NA,NA
3,D3S3049,GATA88E12,89703722,107.18,132.02,82.33,0.68,1.04,0.21
3,D3S1274,AFM154xa7,89741677,107.18,132.02,82.33,0.66,1.03,0.21
3,D3S3681,AFMc003zg5,90615861,107.43,132.52,82.34,0.39,0.92,0.19
3,D3S3036,Unknown,90687271,107.43,132.52,82.34,0.38,0.9,0.19
3,D3S2438,Unknown,90735118,107.43,132.52,82.34,0.37,0.89,0.19
3,D3S3508,AFM191vd8,90925348,107.43,132.52,82.34,0.34,0.86,0.19
3,D3S1604,AFM316vc1,NA,107.43,132.52,82.34,NA,NA,NA
3,D3S1577,AFM267zf9,91066901,107.43,132.52,82.34,0.33,0.82,0.18
3,D3S4526,GATA113G02,91265026,107.43,132.52,82.34,0.31,0.77,0.18
3,D3S1510,Unknown,92296619,107.55,132.52,82.58,0.29,0.49,0.15
3,GATA121E0,6  GATA121E06,NA,107.96,133.1,82.82,NA,NA,NA
3,D3S4016,GATA25D12,92779365,108.06,133.31,82.82,0.27,0.39,0.14
3,D3S4554,GATA141A03,93539886,108.17,133.52,82.82,0.23,0.31,0.12
3,D3S1254,Mfd233A,93943473,108.23,133.64,82.82,0.21,0.3,0.11
3,D3S2388,GATA24E11,94183755,108.39,133.81,82.98,0.2,0.31,0.11
3,D3S1538,UT1286,94542211,108.39,133.81,82.98,0.18,0.31,0.11
3,D3S3633,AFMb303yh5,NA,108.39,133.81,82.98,NA,NA,NA
3,D3S2392,Unknown,97271265,108.71,134.45,82.98,0.25,0.37,0.13
3,D3S4543,GATA186H03,97325875,108.71,134.45,82.98,0.25,0.37,0.13
3,D3S1595,AFM294zf9,97555978,108.87,134.45,83.29,0.27,0.37,0.14
3,D3S2315,UT6051,97582483,108.87,134.45,83.29,0.27,0.37,0.14
3,D3S3679,AFMb362yg9,98004278,109.15,135,83.29,0.31,0.38,0.14
3,D3S3671,AFMb350ze1,98369947,109.15,135,83.29,0.33,0.38,0.15
3,D3S2318,UT6384,99377209,109.37,135.43,83.31,0.35,0.37,0.15
3,D3S1552,AFM200xg5,100160220,109.95,136.19,83.72,0.3,0.35,0.15
3,GATA47B01,A  GATA47B01,NA,109.96,136.19,83.72,NA,NA,NA
3,D3S3690,AFMc021xb5,100871553,110.06,136.19,83.92,0.22,0.31,0.13
3,D3S3556,AFMa130vd5,104853218,110.37,136.81,83.92,0.08,0.22,0.06
3,D3S1251,Mfd201A,105052177,110.37,136.81,83.92,0.09,0.24,0.07
3,D3S2462,GATA71D10,106743033,110.45,136.82,84.09,0.27,0.38,0.1
3,D3S1603,AFM311vh1,109394546,111.82,139.07,84.57,0.34,0.61,0.13
3,D3S2419,ATA22G02,NA,111.82,139.07,84.57,NA,NA,NA
3,D3S1544,UT2085,111180816,111.82,139.07,84.57,0.38,0.7,0.16
3,D3S1271,AFM126zc5,111441931,112.28,139.99,84.57,0.42,0.7,0.17
3,D3S3655,AFMb327yb5,112879413,113.06,141.07,85.05,0.55,0.67,0.2
3,D3S1753,GATA11F06,113080307,113.06,141.07,85.05,0.55,0.67,0.2
3,D3S3652,AFMb324zc1,113231349,113.38,141.71,85.05,0.54,0.66,0.2
3,D3S2459,GATA68D03,113393749,113.38,141.71,85.05,0.53,0.66,0.21
3,D3S3574,AFM031xa1,115457666,114.25,142.81,85.69,0.37,0.77,0.24
3,D3S4534,GATA29H01,115920141,114.38,143.06,85.69,0.37,0.83,0.25
3,D3S1546,UT2104,116065798,114.38,143.06,85.69,0.38,0.85,0.26
3,D3S1559,AFM023xg1,116747947,114.73,143.55,85.9,0.45,0.95,0.27
3,D3S1291,AFM198zg9,117041064,114.83,143.55,86.12,0.5,1,0.28
3,D3S1591,AFM292xg5,117786684,115.17,144.21,86.12,0.7,1.11,0.31
3,D3S1281,AFM177xh8,118584208,115.93,145.52,86.34,0.94,1.2,0.34
3,D3S1563,AFM224xc9,118699833,115.93,145.52,86.34,0.97,1.21,0.34
3,D3S3638,AFMb313zb1,118845097,115.98,145.52,86.44,1,1.22,0.35
3,D3S2325,UT7556,119267520,116.62,146.42,86.82,1.06,1.24,0.35
3,D3S3045,GATA84B12,119725082,117.29,147.76,86.82,1.06,1.23,0.35
3,D3S1616,AFM348te9,120350324,117.64,148.47,86.82,0.97,1.2,0.35
3,D3S2495,AFM150ye7,120934816,118.61,149.52,87.7,0.83,1.14,0.34
3,D3S1302,AFM225xb12,121369856,118.61,149.52,87.7,0.71,1.09,0.34
3,D3S3695,AFMc028ye5,121968160,119.11,150.52,87.7,0.56,0.99,0.34
3,D3S3044,GATA84B05,124127578,119.99,151.56,88.41,0.41,0.7,0.37
3,D3S4551,GATA146G09,124135323,119.99,151.56,88.41,0.41,0.7,0.37
3,D3S2496,AFMa125yb1,124228032,119.99,151.56,88.41,0.42,0.7,0.37
3,D3S2422,ATC4D07,124239069,119.99,151.56,88.41,0.42,0.7,0.37
3,D3S1572,AFM259va9,124430025,119.99,151.56,88.41,0.45,0.7,0.37
3,D3S4018,GATA86F05,124820355,120.11,151.8,88.41,0.51,0.71,0.37
3,D3S1215,ms207,125145933,120.5,152.1,88.89,0.57,0.73,0.37
3,D3S3675,AFMb353ze1,126079552,120.91,152.93,88.89,0.71,0.85,0.41
3,D3S1610,AFM321xf5,126304570,120.91,152.93,88.89,0.73,0.89,0.43
3,D3S3683,AFMc005yb1,126493910,121.11,153.11,89.11,0.74,0.92,0.45
3,D3S3526,AFM094vc5,127817225,122.54,154.66,90.43,0.78,1.12,0.56
3,D3S1310,AFM242xh2,128129059,122.54,154.66,90.43,0.8,1.14,0.58
3,D3S1518,UT509,128243399,122.55,154.66,90.43,0.81,1.15,0.59
3,D3S1586,AFM284xf9,128310706,122.55,154.66,90.43,0.82,1.15,0.59
3,D3S1575,AFM263yh5,129899685,123.9,157.38,90.43,1.05,1.09,0.61
3,D3S1558,AFM057xa5,131077393,126.07,159.5,92.64,0.94,0.9,0.56
3,D3S2457,Unknown,131137412,126.07,159.5,92.64,0.93,0.89,0.56
3,D3S1769,GATA8D02,NA,126.07,159.5,92.64,NA,NA,NA
3,D3S1303,AFM225yd6,132228751,126.07,159.5,92.64,0.58,0.68,0.47
3,D3S3515,AFM308ve9,132556957,126.59,159.78,93.4,0.46,0.62,0.43
3,D3S3664,AFMb345ze1,132819252,126.59,159.78,93.4,0.38,0.58,0.4
3,D3S3620,AFMb280xb1,133831765,126.98,160.55,93.4,0.13,0.46,0.28
3,D3S4523,ATA34G06,136240032,126.98,160.55,93.4,0.4,0.61,0.32
3,D3S3720,AFMa072ya5,137564668,127.8,161.85,93.74,0.77,0.82,0.49
3,D3S4011,ATC3A08,140308101,130.85,165.36,96.34,0.92,1.05,0.74
3,D3S3558,AFMa137zf5,140502526,130.85,165.36,96.34,0.9,1.05,0.74
3,D3S3519,AFM333tg1,140646389,130.85,165.36,96.34,0.88,1.06,0.74
3,D3S1269,AFM119yh2,140824358,130.95,165.36,96.54,0.86,1.07,0.74
3,D3S3646,AFMb319yf1,140873632,130.95,165.36,96.54,0.86,1.07,0.74
3,D3S3573,AFMa191zg5,141899568,131.83,166.39,97.27,0.81,1.1,0.69
3,D3S1551,AFM198yc1,141939646,132.28,166.96,97.59,0.81,1.11,0.69
3,D3S3636,AFMb307yc5,142292320,132.34,167.08,97.6,0.82,1.12,0.67
3,D3S1667,UT876,142510163,132.72,167.51,97.92,0.83,1.13,0.65
3,D3S1589,AFM290zf1,143365350,133.17,168.21,98.12,0.88,1.16,0.6
3,D3S3584,AFMa240xe5,144851164,134.26,169.51,99.02,0.93,1.17,0.53
3,D3S3606,AFMb020zb9,144874696,134.6,169.51,99.69,0.93,1.17,0.53
3,D3S3607,AFMb025we5,144947381,135.1,170.51,99.69,0.93,1.17,0.53
3,RHO,Mfd2,147551011,136.81,173.56,100.06,0.69,0.89,0.57
3,D3S1587,AFM284ze5,149662568,138.06,174.42,101.7,0.61,0.89,0.91
3,D3S3514,AFM284zc9,150527951,138.82,175.18,102.47,0.88,0.98,1.01
3,D3S1292,AFM199xd6,150614067,138.82,175.18,102.47,0.93,0.99,1.01
3,D3S1541,UT1474,150755887,138.82,175.18,102.47,1,1,1.02
3,D3S2322,UT7131,151959322,139.85,175.49,104.22,1.54,1.11,1.01
3,D3S1290,AFM198yh6,152247775,140.19,175.49,104.89,1.58,1.12,0.99
3,D3S3713,AFMa064vb1,152541747,141.82,178.24,105.4,1.55,1.12,0.96
3,D3S1238,Mfd125c,NA,142.6,179.08,106.13,NA,NA,NA
3,D3S3684,AFMc006xd9,NA,142.6,179.08,106.13,NA,NA,NA
3,D3S3696,AFM302wa5,153996452,143.48,180.04,106.91,0.84,1.01,0.73
3,D3S3641,AFMb316xh5,154060622,143.48,180.04,106.91,0.81,1,0.71
3,D3S1590,AFM291wb9,NA,143.74,180.38,107.1,NA,NA,NA
3,D3S1615,AFM347yg1,154694877,144.03,180.96,107.1,0.51,0.88,0.59
3,D3S3528,AFM141xa3,156040336,144.04,180.96,107.14,0.24,0.64,0.35
3,D3S3617,AFMb074yg1,156904627,144.06,180.96,107.16,0.27,0.58,0.26
3,D3S1549,AFM182yc5,157090920,144.11,180.96,107.26,0.29,0.58,0.26
3,D3S2453,GATA52B04,157138072,144.11,180.96,107.26,0.29,0.59,0.26
3,D3S1576,AFM267xd9,157525656,144.46,181.46,107.46,0.34,0.62,0.26
3,D3S3586,AFMa246yd5,159160206,145.33,182.59,108.06,0.65,0.98,0.35
3,D3S1764,GATA4A10,159551359,145.53,183,108.06,0.73,1.11,0.37
3,D3S1316,AFM268vc9,160043536,145.83,183.6,108.06,0.82,1.27,0.4
3,D3S3554,AFMa121wd5,160070936,146.07,183.6,108.54,0.82,1.27,0.4
3,D3S1309,AFM240ya11,161261288,146.63,184.23,109.02,1.07,1.59,0.46
3,D3S3612,AFMb042xa9,161382594,147.74,186.46,109.02,1.09,1.61,0.47
3,D3S3711,AFMa061yg1,161784318,147.74,186.46,109.02,1.19,1.67,0.49
3,D3S3694,AFMc028yb9,NA,148.82,187.87,109.76,NA,NA,NA
3,D3S1569,AFM240xb2,164065011,150.58,190.91,110.25,1.19,1.58,0.49
3,D3S3599,AFMa349yf1,164068019,150.58,190.91,110.25,1.19,1.58,0.49
3,D3S1550,AFM184yf4,164745156,151.67,192.51,110.83,0.97,1.51,0.47
3,D3S1512,UT437,165049288,151.88,192.92,110.83,0.87,1.49,0.47
3,D3S1557,AFM210ve7,165744523,152.31,193.29,111.33,0.69,1.49,0.47
3,D3S1593,AFM292ye5,165905178,152.31,193.29,111.33,0.66,1.49,0.47
3,D3S1608,AFM319zf1,166392643,152.85,194.17,111.53,0.64,1.52,0.48
3,D3S196,Mfd17,167186551,153.27,194.81,111.73,0.8,1.59,0.52
3,D3S1744,GATA3C02,167875687,153.36,194.81,111.9,1.06,1.67,0.56
3,D3S1306,AFM234wa1,168572971,154.18,196.46,111.9,1.32,1.75,0.61
3,D3S3661,AFMb341xe9,NA,155.38,198.13,112.63,NA,NA,NA
3,D3S1555,AFM056xf12,NA,156.59,199.86,113.32,NA,NA,NA
3,D3S1308,AFM240ve1,169943613,157.07,200.47,113.66,1.61,1.85,0.71
3,D3S3705,AFMa043tf5,169956406,157.53,201.02,114.04,1.61,1.85,0.71
3,D3S1299,AFM220yh12,171307015,158.56,203.07,114.04,1.36,1.76,0.76
3,D3S1315,AFM263zc9,172047145,160,204.76,115.23,1.11,1.6,0.75
3,D3S3625,AFMb293xg5,172294229,160,204.76,115.23,1.03,1.53,0.73
3,D3S1279,AFM164yg9,172365487,160.19,205.15,115.23,1.01,1.51,0.73
3,D3S4531,GATA135H10,NA,160.46,205.15,115.77,NA,NA,NA
3,D3S1584,AFM277wf9,172645884,160.46,205.15,115.77,0.94,1.42,0.71
3,D3S3689,AFMc018we1,173104560,160.79,205.65,115.93,0.85,1.27,0.67
3,D3S1237,Mfd124,173845987,161.34,206.1,116.59,0.76,1.04,0.62
3,D3S1280,AFM177xe9,173898916,161.6,206.1,117.1,0.75,1.02,0.62
3,D3S1978,UT607,175590732,162.6,208.1,117.1,0.61,0.66,0.58
3,D3S3677,AFMb361zd5,175954395,162.79,208.48,117.1,0.59,0.61,0.57
3,D3S3531,AFM168yb4,176273537,162.79,208.48,117.11,0.56,0.57,0.55
3,D3S3587,AFM184xd12,178189640,164.05,208.83,119.27,0.41,0.46,0.45
3,D3S1275,AFM157xb4,178871977,164.05,208.84,119.27,0.38,0.47,0.41
3,D3S1607,AFM319yb1,179821355,164.61,209.61,119.61,0.39,0.53,0.37
3,D3S1605,AFM317xe1,180125171,164.71,209.81,119.61,0.41,0.55,0.35
